ID,first_name,last_name,date_of_birth,gender,email,MSISDN,agree_for_promo,autopay_card,customer_category,language,customer_since,region,status
15,幹,池田,1954-11-26,F,T*******2@hotmail.com,90-8212-5129,No,Yes,physical,Japanese,2016-03-10,Kansai(Kinki),active
16,聡太郎,前田,1964-08-22,F,F*******4@yahoo.com,90-3290-7045,No,Yes,physical,Japanese,2017-03-10,Kantō,active
17,花子,清水,1982-04-26,F,Z*******2@hotmail.com,90-4089-3930,No,Yes,physical,Japanese,2017-02-11,Chūgoku,active
18,洋介,山口,1983-07-06,F,K*******0@gmail.com,90-3508-0218,No,No,physical,Japanese,2007-05-30,Kantō,active
19,結衣,渡辺,1974-03-12,M,v*******7@yahoo.com,90-8094-6935,Yes,No,physical,Japanese,2016-07-15,Tōhoku,active
20,篤司,岡田,1981-05-02,F,F*******2@hotmail.com,90-3658-2544,No,Yes,physical,Japanese,2018-03-31,Shikoku,active
21,七夏,石川,1990-07-18,M,m*******8@hotmail.com,90-0140-5467,Yes,No,physical,Japanese,2010-10-25,Kantō,active
22,京助,青木,1978-08-05,M,c*******8@yahoo.com,90-1813-9921,No,Yes,physical,Japanese,2015-05-14,Shikoku,active
23,真綾,加藤,1978-08-30,F,c*******0@yahoo.com,90-2660-5343,No,Yes,physical,Japanese,2021-05-15,Chūgoku,active
24,裕美子,木村,1953-10-08,M,d*******3@yahoo.com,90-1046-2171,No,Yes,physical,Japanese,2017-06-02,Kansai(Kinki),active
25,智也,青木,1973-08-21,F,s*******9@hotmail.com,90-6423-0950,Yes,No,physical,Japanese,2001-09-01,Kantō,active
26,洋介,渡辺,1963-06-15,F,y*******2@yahoo.com,90-0234-4043,Yes,No,physical,Japanese,2020-11-10,Kantō,active
27,陽子,小川,1952-11-11,F,u*******4@hotmail.com,90-6782-7824,No,Yes,physical,Japanese,2000-04-08,Kantō,active
28,七夏,渡辺,1972-07-03,M,O*******1@yahoo.com,90-3644-4640,No,Yes,physical,Japanese,2020-01-11,Tōhoku,active
29,舞,山下,1962-04-17,M,O*******8@hotmail.com,90-1164-1272,No,Yes,physical,Japanese,2012-09-29,Shikoku,active
30,真綾,山口,1956-09-15,M,e*******2@gmail.com,90-8577-0266,Yes,No,physical,Japanese,2004-07-20,Kansai(Kinki),active
31,英樹,渡辺,1984-07-25,F,j*******4@hotmail.com,90-3240-6522,No,Yes,physical,Japanese,2010-05-04,Shikoku,active
32,桃子,吉田,1995-06-20,F,G*******7@yahoo.com,90-1569-4700,No,No,physical,Japanese,2019-12-16,Chūbu,active
33,晃,佐藤,1978-02-26,M,C*******9@hotmail.com,90-3897-1093,No,No,physical,Japanese,2006-07-24,Kyūshū & Okinawa,active
34,直子,田中,1969-11-24,F,D*******5@hotmail.com,90-5061-7096,No,No,physical,Japanese,2015-11-24,Kantō,active
35,裕美子,斉藤,1991-09-22,F,n*******7@hotmail.com,90-5763-6270,No,No,physical,Japanese,2017-03-01,Kantō,active
36,春香,岡本,1948-07-27,M,g*******6@gmail.com,90-9844-6009,No,Yes,physical,Japanese,2008-01-19,Kansai(Kinki),active
37,裕太,鈴木,1984-03-29,F,E*******2@hotmail.com,90-6557-3015,No,No,physical,Japanese,2001-10-04,Kantō,active
38,篤司,伊藤,1976-08-02,F,n*******4@gmail.com,90-3792-0749,No,No,physical,Japanese,2016-08-19,Hokkaidō,active
39,さゆり,田中,1981-11-18,F,U*******7@gmail.com,90-8969-5172,No,Yes,physical,Japanese,2020-04-12,Kansai(Kinki),active
40,篤司,林,1970-12-31,M,L*******6@yahoo.com,90-4914-6598,No,Yes,physical,Japanese,2005-10-08,Chūbu,inactive(debt)
41,結衣,阿部,2002-04-12,F,L*******4@yahoo.com,90-0927-7114,No,Yes,physical,Japanese,2018-05-09,Chūbu,active
42,浩,西村,1981-03-29,F,H*******5@hotmail.com,90-7176-2309,No,Yes,physical,Japanese,2020-08-19,Kansai(Kinki),active
43,あすか,斎藤,1948-08-27,M,c*******5@yahoo.com,90-1112-5476,No,No,physical,Japanese,2002-05-23,Kyūshū & Okinawa,active
44,翔太,斉藤,1969-08-19,F,P*******0@yahoo.com,90-7096-4551,Yes,No,physical,Japanese,2021-12-04,Chūbu,active
45,陽子,鈴木,1977-04-23,F,x*******9@hotmail.com,90-6718-4018,No,Yes,physical,Japanese,2010-02-09,Hokkaidō,inactive(debt)
46,直人,田中,1988-10-10,M,N*******5@gmail.com,90-6395-5974,Yes,Yes,physical,Japanese,2011-04-24,Chūgoku,active
47,くみ子,三浦,1973-12-16,F,Y*******0@hotmail.com,90-6488-1202,No,No,physical,Japanese,2014-02-08,Chūbu,active
48,充,藤原,1943-07-20,F,H*******2@gmail.com,90-5903-2569,No,Yes,physical,Japanese,2018-03-22,Kyūshū & Okinawa,active
49,直人,藤田,1962-01-02,M,X*******7@yahoo.com,90-7374-6763,No,Yes,physical,Japanese,2010-02-17,Kyūshū & Okinawa,active
50,修平,井上,1999-09-12,F,J*******1@gmail.com,90-4679-6599,No,Yes,physical,Japanese,2021-08-16,Tōhoku,inactive(debt)
51,加奈,吉田,1978-04-30,F,B*******2@hotmail.com,90-7628-0871,No,No,physical,Japanese,2011-06-13,Chūbu,active
52,香織,伊藤,1977-03-30,M,H*******3@hotmail.com,90-0647-1051,No,No,physical,Japanese,2021-06-18,Kyūshū & Okinawa,active
53,桃子,山田,1967-04-08,M,t*******8@hotmail.com,90-8892-1758,Yes,No,physical,Japanese,2017-11-02,Tōhoku,active
54,陽子,松本,1957-05-23,M,r*******4@gmail.com,90-6706-7616,No,Yes,physical,Japanese,2019-09-20,Kansai(Kinki),active
55,千代,渡辺,1953-01-09,F,U*******2@yahoo.com,90-4913-5827,No,Yes,physical,Japanese,2018-11-11,Chūbu,active
56,あすか,山下,1979-10-31,M,q*******2@yahoo.com,90-8648-1227,No,No,physical,Japanese,2000-01-23,Kansai(Kinki),active
57,花子,山本,1998-06-22,F,n*******7@gmail.com,90-7362-6609,No,Yes,physical,Japanese,2020-07-17,Kantō,active
58,太郎,中島,1985-01-09,M,m*******6@hotmail.com,90-9634-2269,No,No,physical,Japanese,2017-03-11,Kansai(Kinki),active
59,治,石川,1997-12-14,F,E*******9@hotmail.com,90-6455-6459,No,Yes,physical,Japanese,2018-02-25,Kantō,active
60,陽子,斎藤,1988-04-11,M,x*******0@gmail.com,90-0392-5158,No,Yes,physical,Japanese,2019-01-08,Kansai(Kinki),active
61,太郎,福田,1961-03-12,M,L*******6@yahoo.com,90-2601-2017,No,Yes,physical,Japanese,2019-04-27,Hokkaidō,active
62,晃,佐藤,1963-09-09,M,x*******0@hotmail.com,90-4134-0760,No,Yes,physical,Japanese,2020-07-17,Hokkaidō,active
63,零,伊藤,1955-05-13,F,b*******4@hotmail.com,90-7999-7255,No,Yes,physical,Japanese,2013-08-17,Kyūshū & Okinawa,active
64,舞,中川,1942-03-01,M,m*******7@hotmail.com,90-5465-6085,No,Yes,physical,Japanese,2002-10-05,Hokkaidō,active
65,明美,田中,1944-11-13,F,a*******5@hotmail.com,90-4854-9674,No,Yes,business,Japanese,2015-09-16,Kyūshū & Okinawa,active
66,加奈,藤井,1972-08-10,F,s*******7@hotmail.com,90-8160-0138,Yes,Yes,physical,Japanese,2009-08-29,Tōhoku,active
67,学,山下,2000-09-11,F,U*******8@yahoo.com,90-7856-0865,No,Yes,physical,Japanese,2018-10-08,Tōhoku,active
68,千代,鈴木,1974-10-18,F,r*******4@gmail.com,90-6024-1958,Yes,Yes,physical,Japanese,2002-12-12,Kantō,active
69,里佳,田中,1972-07-06,M,E*******9@yahoo.com,90-4013-1159,No,Yes,physical,Japanese,2014-01-04,Kantō,active
70,花子,坂本,1952-12-02,F,o*******6@hotmail.com,90-0683-4632,No,No,physical,Japanese,2010-03-29,Kantō,active
71,亮介,藤田,1965-10-13,F,n*******3@gmail.com,90-9010-5766,No,No,physical,Japanese,2011-06-28,Kantō,active
72,聡太郎,井上,2004-04-22,M,y*******4@hotmail.com,90-3271-2558,No,Yes,physical,Japanese,2021-05-03,Tōhoku,active
73,知実,中島,1986-08-27,M,T*******8@yahoo.com,90-2636-6748,No,Yes,physical,Japanese,2014-08-27,Kantō,active
74,零,山本,1976-02-17,M,L*******8@gmail.com,90-0497-7837,No,Yes,physical,Japanese,2016-12-28,Tōhoku,active
75,明美,佐々木,1965-11-14,F,f*******7@gmail.com,90-3586-5551,No,Yes,physical,Japanese,2020-12-23,Kantō,active
76,さゆり,渡辺,1942-10-06,M,n*******7@gmail.com,90-8921-0004,No,Yes,physical,Japanese,2001-02-22,Kantō,active
77,英樹,渡辺,1958-10-06,M,d*******5@hotmail.com,90-8619-6296,No,Yes,physical,Japanese,2022-01-29,Chūbu,active
78,晃,山口,1987-01-31,F,g*******9@yahoo.com,90-2042-9650,Yes,No,physical,Japanese,2013-02-03,Hokkaidō,active
79,康弘,村上,1956-02-09,M,S*******1@yahoo.com,90-4041-3833,No,Yes,physical,Japanese,2016-05-14,Kantō,active
80,裕美子,遠藤,1941-06-28,M,v*******2@hotmail.com,90-2295-4702,Yes,No,physical,Japanese,2018-12-31,Hokkaidō,active
81,充,山口,1958-11-26,M,s*******7@yahoo.com,90-1030-1523,Yes,Yes,physical,Japanese,2016-09-08,Chūgoku,active
82,直子,松本,1962-10-12,M,L*******8@yahoo.com,90-7428-4604,No,Yes,physical,Japanese,2020-05-20,Kantō,active
83,里佳,加藤,2002-01-06,M,z*******1@gmail.com,90-6811-5657,No,Yes,physical,Japanese,2018-04-21,Kansai(Kinki),active
84,真綾,青木,1991-03-04,F,x*******8@hotmail.com,90-2842-0091,No,No,physical,Japanese,2021-09-24,Chūbu,active
85,桃子,三浦,1993-07-16,F,T*******3@gmail.com,90-5318-2295,Yes,Yes,physical,Japanese,2013-02-16,Kantō,active
86,さゆり,佐々木,1974-09-06,M,G*******0@hotmail.com,90-6375-2266,No,Yes,physical,Japanese,2008-12-24,Kansai(Kinki),active
87,美加子,斎藤,1983-04-26,M,b*******7@hotmail.com,90-0597-8234,No,Yes,physical,Japanese,2016-02-07,Chūbu,active
88,桃子,山本,1984-04-03,F,c*******9@hotmail.com,90-9457-5193,No,Yes,physical,Japanese,2003-04-25,Kantō,active
89,裕樹,吉田,1945-02-01,M,Y*******0@gmail.com,90-7029-6934,Yes,Yes,physical,Japanese,2020-07-25,Kantō,inactive(churn)
90,篤司,田中,1987-08-19,M,R*******8@gmail.com,90-5204-6022,No,Yes,physical,Japanese,2013-01-11,Kantō,active
91,学,鈴木,1959-12-19,M,d*******0@yahoo.com,90-0379-9508,Yes,Yes,physical,Japanese,2019-06-26,Hokkaidō,active
92,充,佐々木,1982-07-14,M,p*******1@hotmail.com,90-3255-0245,No,No,physical,Japanese,2012-02-27,Kantō,active
93,零,林,1942-12-20,M,i*******9@hotmail.com,90-9961-7611,No,No,physical,Japanese,2020-04-09,Hokkaidō,active
94,翔太,石川,1954-02-27,F,V*******7@hotmail.com,90-6228-2581,Yes,Yes,physical,Japanese,2016-04-27,Kyūshū & Okinawa,active
95,康弘,松田,1993-04-12,F,c*******7@yahoo.com,90-5383-3436,Yes,Yes,physical,Japanese,2012-05-14,Kantō,active
96,学,森,2003-06-29,F,g*******4@gmail.com,90-0832-6465,No,No,business,Japanese,2021-12-14,Kantō,inactive(debt)
97,太一,斎藤,1987-09-19,F,b*******1@hotmail.com,90-6442-0161,No,No,physical,Japanese,2020-07-20,Kansai(Kinki),active
98,和也,西村,1995-12-21,F,z*******5@hotmail.com,90-1144-6700,No,Yes,physical,Japanese,2016-07-19,Kyūshū & Okinawa,active
99,明美,吉田,2006-07-05,M,s*******6@yahoo.com,90-1532-6836,No,No,physical,Japanese,2021-09-17,Hokkaidō,active
100,稔,井上,1988-04-02,F,B*******8@hotmail.com,90-7129-5058,No,Yes,physical,Japanese,2013-08-23,Kantō,active
101,結衣,山崎,1974-05-21,F,o*******9@hotmail.com,90-2231-3033,No,No,physical,Japanese,2012-07-26,Hokkaidō,active
102,翼,田中,1979-02-18,F,F*******7@gmail.com,90-1844-5074,No,No,physical,Japanese,2011-12-12,Kantō,active
103,陽子,小林,1987-06-17,M,B*******6@hotmail.com,90-7601-3778,No,No,physical,Japanese,2011-10-28,Kansai(Kinki),active
104,浩,近藤,1995-08-06,M,e*******2@gmail.com,90-0702-0415,No,No,physical,Japanese,2018-09-10,Kantō,active
105,浩,伊藤,1991-09-22,M,Q*******6@yahoo.com,90-0429-1660,Yes,Yes,physical,Japanese,2010-07-28,Chūbu,active
106,聡太郎,後藤,1977-03-17,F,P*******7@hotmail.com,90-7191-2406,No,Yes,physical,Japanese,2010-12-31,Hokkaidō,active
107,美加子,福田,1949-03-04,F,x*******5@hotmail.com,90-2986-1257,Yes,No,physical,Japanese,2016-03-15,Kansai(Kinki),active
108,京助,井上,1941-05-21,F,T*******1@hotmail.com,90-6007-4278,No,Yes,business,Japanese,2016-08-27,Kansai(Kinki),active
109,太一,石井,2004-11-12,M,P*******7@hotmail.com,90-0044-1221,No,Yes,physical,Japanese,2021-02-18,Kantō,active
110,七夏,高橋,1941-09-22,F,H*******0@hotmail.com,90-2838-8127,No,Yes,physical,Japanese,2011-07-01,Kyūshū & Okinawa,active
111,涼平,橋本,1944-07-09,F,t*******9@gmail.com,90-7815-7425,No,No,physical,Japanese,2015-05-30,Kantō,active
112,直人,加藤,1964-09-28,M,O*******3@yahoo.com,90-2521-3070,Yes,No,physical,Japanese,2020-12-02,Chūbu,active
113,稔,伊藤,1943-05-29,M,K*******1@gmail.com,90-2666-8534,No,Yes,physical,Japanese,2000-03-22,Kansai(Kinki),active
114,香織,佐藤,1951-09-27,M,q*******9@yahoo.com,90-9869-8452,Yes,Yes,physical,Japanese,2018-04-25,Tōhoku,active
115,翼,遠藤,1993-03-09,M,T*******0@hotmail.com,90-0042-7323,Yes,No,physical,Japanese,2017-05-23,Kantō,active
116,晃,吉田,1999-01-03,F,d*******9@yahoo.com,90-7642-2358,Yes,No,physical,Japanese,2015-12-31,Kantō,active
117,太一,吉田,1984-01-28,F,E*******5@yahoo.com,90-6484-0406,No,No,physical,Japanese,2001-05-20,Kyūshū & Okinawa,active
118,結衣,井上,1995-08-03,F,X*******0@gmail.com,90-4451-5771,Yes,Yes,physical,Japanese,2012-04-29,Chūgoku,active
119,翼,田中,1960-09-21,F,v*******5@yahoo.com,90-7696-8222,Yes,No,physical,Japanese,2018-07-28,Kantō,active
120,翔太,高橋,1975-08-26,F,c*******0@hotmail.com,90-2087-4657,No,Yes,physical,Japanese,2016-11-04,Kantō,active
121,くみ子,三浦,1971-11-21,M,f*******4@gmail.com,90-0724-2000,No,No,business,Japanese,2019-09-09,Kyūshū & Okinawa,active
122,くみ子,吉田,1973-04-24,M,u*******4@hotmail.com,90-7488-4946,No,No,physical,Japanese,2016-12-24,Kansai(Kinki),active
123,美加子,高橋,1998-11-06,M,S*******4@hotmail.com,90-1942-3217,No,No,physical,Japanese,2021-12-19,Hokkaidō,active
124,零,清水,1987-07-02,F,y*******4@yahoo.com,90-0754-4417,Yes,No,physical,Japanese,2012-04-27,Kansai(Kinki),active
125,洋介,伊藤,1968-11-17,F,g*******5@hotmail.com,90-7514-4676,Yes,Yes,physical,Japanese,2014-09-25,Chūbu,active
126,京助,加藤,1951-06-03,F,d*******7@yahoo.com,90-0948-2196,Yes,Yes,physical,Japanese,2012-01-22,Kantō,active
127,康弘,鈴木,1977-02-09,M,G*******5@hotmail.com,90-1169-2884,No,Yes,physical,Japanese,2022-01-27,Chūbu,active
128,幹,伊藤,1958-05-13,F,e*******0@gmail.com,90-7335-1500,No,No,physical,Japanese,2021-05-06,Kansai(Kinki),active
129,健一,佐藤,1977-02-21,M,i*******5@yahoo.com,90-7440-1456,No,Yes,physical,Japanese,2022-02-19,Kantō,active
130,直人,中村,1995-04-10,F,w*******0@yahoo.com,90-6054-5276,No,Yes,physical,Japanese,2012-12-14,Chūbu,active
131,聡太郎,伊藤,1940-08-14,F,H*******3@gmail.com,90-9125-5109,No,No,physical,Japanese,2021-10-31,Kantō,active
132,明美,高橋,1948-06-13,M,h*******9@hotmail.com,90-4125-1337,No,No,physical,Japanese,2018-03-18,Chūgoku,active
133,裕美子,斎藤,1959-07-16,F,J*******7@yahoo.com,90-5856-7345,No,Yes,physical,Japanese,2012-05-20,Tōhoku,active
134,里佳,佐藤,1972-11-25,M,j*******4@hotmail.com,90-3924-0534,Yes,Yes,physical,Japanese,2020-07-25,Kansai(Kinki),active
135,真綾,池田,2004-10-03,M,f*******0@hotmail.com,90-9053-4231,No,Yes,physical,Japanese,2020-11-27,Chūbu,active
136,裕美子,橋本,1973-07-02,F,f*******3@yahoo.com,90-7407-1013,No,No,physical,Chinese,2011-07-12,Kantō,active
137,聡太郎,池田,1972-02-06,F,j*******0@hotmail.com,90-8601-2731,No,Yes,physical,Japanese,2015-06-29,Chūgoku,active
138,明美,中村,1975-09-15,M,D*******8@gmail.com,90-7958-3819,Yes,Yes,physical,Japanese,2005-02-20,Shikoku,active
139,くみ子,小林,1983-11-01,F,C*******5@hotmail.com,90-5361-7303,No,Yes,physical,Japanese,2016-12-01,Kantō,active
140,洋介,後藤,2005-05-28,F,O*******6@yahoo.com,90-3730-0180,No,Yes,physical,Japanese,2020-07-20,Kyūshū & Okinawa,active
141,千代,鈴木,1984-03-04,F,W*******3@hotmail.com,90-9473-1677,No,Yes,physical,Japanese,2021-06-20,Kantō,active
142,太郎,西村,1986-09-09,M,n*******9@yahoo.com,90-5202-8256,No,Yes,physical,Japanese,2019-04-06,Chūbu,active
143,健一,三浦,1995-02-12,F,C*******0@gmail.com,90-4130-2179,Yes,Yes,physical,Japanese,2016-12-02,Kansai(Kinki),active
144,香織,青木,2002-03-22,F,f*******3@gmail.com,90-6920-6340,No,Yes,physical,Japanese,2021-01-18,Chūbu,active
145,花子,石川,1996-03-15,M,V*******4@hotmail.com,90-3889-1245,Yes,Yes,physical,Japanese,2018-08-11,Chūbu,active
146,裕樹,清水,1995-11-20,M,n*******9@yahoo.com,90-6975-0247,No,Yes,physical,Japanese,2022-01-17,Chūbu,active
147,翔太,鈴木,1980-08-21,M,U*******2@gmail.com,90-6384-6370,No,Yes,physical,Japanese,2013-03-18,Kyūshū & Okinawa,active
148,治,高橋,1944-10-25,F,m*******4@gmail.com,90-3901-2243,No,Yes,physical,Japanese,2015-10-10,Kansai(Kinki),active
149,明美,佐藤,1970-07-02,F,Q*******9@yahoo.com,90-2938-3653,No,Yes,physical,Japanese,2010-03-10,Kyūshū & Okinawa,active
150,結衣,林,1999-10-24,M,o*******1@hotmail.com,90-3013-8083,Yes,No,physical,Japanese,2018-08-09,Kantō,active
151,太郎,山口,1995-05-24,F,A*******2@yahoo.com,90-0264-0051,No,Yes,physical,Japanese,2021-01-24,Chūgoku,active
152,洋介,橋本,1945-06-24,M,b*******5@gmail.com,90-8447-8426,No,No,physical,Japanese,2014-05-02,Kantō,active
153,春香,渡辺,1974-08-19,F,b*******9@gmail.com,90-0322-0994,Yes,Yes,physical,Japanese,2002-08-17,Kansai(Kinki),active
154,裕美子,山口,1984-01-08,M,i*******6@hotmail.com,90-5085-8756,No,No,physical,Japanese,2018-05-12,Kantō,inactive(debt)
155,陽子,佐藤,1963-12-21,F,I*******4@gmail.com,90-6088-8844,No,Yes,physical,Japanese,2009-06-19,Chūgoku,active
156,くみ子,佐藤,1989-06-09,F,o*******9@yahoo.com,90-5006-6964,Yes,Yes,physical,Japanese,2013-12-21,Hokkaidō,active
157,健一,加藤,2004-10-06,F,f*******6@yahoo.com,90-0359-4198,Yes,Yes,physical,Japanese,2019-11-05,Kantō,inactive(debt)
158,涼平,山本,1953-10-27,F,s*******5@yahoo.com,90-5372-4797,No,No,physical,Japanese,2012-10-05,Kantō,active
159,拓真,中島,1953-11-06,M,N*******3@gmail.com,90-8949-1809,No,Yes,physical,Japanese,2020-03-15,Shikoku,active
160,和也,近藤,1983-03-12,F,U*******4@gmail.com,90-8084-0928,Yes,Yes,physical,Japanese,2018-07-12,Kantō,active
161,花子,森,1970-12-12,M,q*******0@gmail.com,90-1890-4882,No,Yes,physical,Japanese,2018-01-13,Kantō,active
162,涼平,佐藤,1950-07-16,M,r*******2@gmail.com,90-1234-7195,No,Yes,physical,Japanese,2017-10-28,Tōhoku,active
163,晃,林,1952-05-19,M,t*******1@gmail.com,90-3749-0591,No,No,physical,Japanese,2017-12-30,Kansai(Kinki),active
164,幹,吉田,1952-12-06,F,V*******5@hotmail.com,90-7244-6720,Yes,Yes,physical,Japanese,2000-07-12,Shikoku,active
165,直樹,青木,1959-05-02,M,k*******8@gmail.com,90-7172-9355,No,Yes,physical,Japanese,2001-02-28,Kantō,inactive(debt)
166,明美,渡辺,1956-09-20,F,D*******1@gmail.com,90-7735-5573,No,Yes,physical,Japanese,2010-11-06,Tōhoku,active
167,千代,吉田,1952-12-19,F,h*******2@hotmail.com,90-7821-8524,No,No,physical,Japanese,2010-01-01,Chūbu,active
168,智也,西村,1990-09-17,F,i*******6@yahoo.com,90-0729-9099,Yes,Yes,physical,Japanese,2012-03-27,Kansai(Kinki),active
169,翼,山本,1980-10-12,M,A*******0@yahoo.com,90-6399-1192,No,Yes,physical,Japanese,2017-09-16,Kyūshū & Okinawa,active
170,くみ子,井上,1955-11-22,M,G*******5@gmail.com,90-2966-2410,No,Yes,physical,Japanese,2006-09-22,Kyūshū & Okinawa,inactive(debt)
171,さゆり,鈴木,1992-12-09,M,w*******8@gmail.com,90-5060-2286,Yes,Yes,physical,Japanese,2021-01-30,Kansai(Kinki),active
172,治,岡田,1966-10-23,F,M*******3@gmail.com,90-6070-8862,No,Yes,physical,Japanese,2004-04-23,Kyūshū & Okinawa,active
173,花子,山崎,1963-01-07,M,K*******4@hotmail.com,90-6453-0125,Yes,Yes,physical,Japanese,2015-04-09,Chūgoku,active
174,太一,森,1958-07-19,F,w*******5@yahoo.com,90-0612-6081,Yes,No,physical,Japanese,2015-07-11,Tōhoku,active
175,淳,清水,1946-03-11,F,C*******4@yahoo.com,90-3890-1624,Yes,Yes,physical,Japanese,2020-01-05,Kansai(Kinki),active
176,翼,木村,1953-08-29,F,o*******5@gmail.com,90-1170-5320,No,Yes,physical,Japanese,2001-02-28,Chūbu,active
177,浩,鈴木,1960-03-25,M,F*******5@gmail.com,90-9432-1545,No,Yes,physical,Japanese,2018-08-05,Tōhoku,active
178,亮介,伊藤,1947-03-17,M,d*******1@yahoo.com,90-3036-0917,Yes,No,physical,Japanese,2006-04-21,Kantō,active
179,修平,田中,1963-01-19,F,a*******7@gmail.com,90-1597-5839,No,Yes,physical,Japanese,2000-10-30,Chūbu,active
180,里佳,斉藤,1992-09-03,F,j*******1@hotmail.com,90-8274-1415,No,Yes,physical,Japanese,2015-07-03,Kantō,active
181,聡太郎,山田,1940-10-08,F,Q*******1@hotmail.com,90-2656-1317,No,Yes,physical,Japanese,2005-03-10,Kansai(Kinki),active
182,あすか,近藤,2002-05-24,F,p*******4@yahoo.com,90-4509-9565,No,No,physical,Japanese,2018-11-05,Shikoku,active
183,明美,高橋,1997-06-13,M,K*******6@gmail.com,90-6195-1582,No,Yes,physical,Japanese,2013-08-30,Kantō,active
184,康弘,鈴木,1995-12-14,M,h*******5@hotmail.com,90-7386-5052,Yes,Yes,physical,Japanese,2021-04-10,Kantō,inactive(churn)
185,舞,鈴木,1946-12-20,M,z*******7@gmail.com,90-9368-3844,No,Yes,physical,Japanese,2008-12-15,Chūbu,active
186,英樹,佐藤,1999-05-27,F,f*******4@gmail.com,90-6502-4392,Yes,Yes,physical,Japanese,2015-11-25,Chūbu,active
187,直人,阿部,1950-01-08,F,A*******8@hotmail.com,90-5311-7683,No,Yes,physical,Japanese,2020-02-26,Chūbu,active
188,淳,遠藤,2004-07-21,F,r*******1@yahoo.com,90-7854-3859,No,Yes,physical,Japanese,2021-01-20,Kyūshū & Okinawa,active
189,直子,小林,2006-03-23,F,M*******3@hotmail.com,90-9525-1991,Yes,Yes,physical,Japanese,2021-10-08,Kantō,active
190,明美,加藤,1971-05-24,M,r*******6@gmail.com,90-8162-7288,No,No,physical,Japanese,2018-04-09,Kantō,active
191,花子,佐々木,1961-05-11,F,s*******5@yahoo.com,90-2374-8156,No,Yes,physical,Japanese,2016-04-18,Kantō,active
192,花子,山本,1974-11-09,F,b*******1@gmail.com,90-2181-7542,No,Yes,physical,Japanese,2010-04-23,Kantō,active
193,洋介,伊藤,1965-09-16,F,k*******6@gmail.com,90-6770-6342,No,No,physical,Japanese,2019-11-24,Kantō,active
194,洋介,藤田,1948-07-31,F,Y*******9@hotmail.com,90-2346-3758,No,Yes,physical,Japanese,2021-03-24,Tōhoku,active
195,さゆり,長谷川,1962-07-05,M,e*******4@hotmail.com,90-9616-5350,Yes,No,physical,Japanese,2019-12-08,Chūbu,active
196,拓真,鈴木,1957-12-03,F,T*******1@gmail.com,90-6205-2928,Yes,Yes,physical,Japanese,2013-03-27,Kantō,active
197,陽一,渡辺,1973-03-28,M,K*******1@yahoo.com,90-6158-1292,No,Yes,physical,Japanese,2014-10-14,Chūgoku,active
198,さゆり,小林,1954-12-09,F,T*******4@yahoo.com,90-0093-5053,No,Yes,physical,Japanese,2018-07-11,Kantō,active
199,香織,後藤,1977-11-11,F,t*******1@gmail.com,90-2301-2478,No,Yes,physical,Japanese,2016-01-28,Kansai(Kinki),active
200,裕太,高橋,1959-12-29,F,R*******6@hotmail.com,90-9263-3775,No,Yes,physical,Japanese,2013-08-23,Kansai(Kinki),active
201,春香,佐々木,1964-10-06,M,S*******2@gmail.com,90-9024-5406,No,No,physical,Japanese,2012-05-20,Kyūshū & Okinawa,active
